Target, #TripleInThatClass, TimeSinceStartOfVerification(ms)
violated, 6879, 5236
violated, 9318, 5254
violated, 9469, 5270
violated, 7240, 5239
violated, 6589, 5234
violated, 9011, 5252
violated, 4490, 5201
violated, 7971, 5244
violated, 877, 5150
violated, 4152, 5199
violated, 1394, 5168
violated, 3617, 5195
violated, 7900, 5244
violated, 3646, 5195
violated, 2792, 5189
violated, 7973, 5244
violated, 9183, 5253
violated, 1555, 5176
violated, 9241, 5253
violated, 353, 5146
violated, 1809, 5179
violated, 7207, 5239
violated, 9960, 5598
violated, 3228, 5192
violated, 9718, 5273
violated, 5116, 5205
violated, 7309, 5239
violated, 666, 5148
violated, 9345, 5269
violated, 3295, 5193
violated, 3660, 5195
violated, 4859, 5204
violated, 1380, 5168
violated, 8926, 5251
violated, 9958, 5594
violated, 3762, 5196
violated, 8268, 5246
violated, 1911, 5180
violated, 1701, 5178
violated, 9354, 5269
violated, 1500, 5176
violated, 4422, 5201
violated, 2, 3390
violated, 4339, 5200
violated, 4663, 5202
violated, 6495, 5234
violated, 8600, 5249
violated, 1536, 5176
violated, 1360, 5168
violated, 9879, 5517
violated, 4244, 5199
violated, 9448, 5270
violated, 7811, 5243
violated, 3684, 5195
violated, 9658, 5272
violated, 9746, 5273
violated, 7049, 5238
violated, 5416, 5223
violated, 2217, 5183
violated, 1521, 5176
violated, 5951, 5229
violated, 5079, 5205
violated, 6648, 5235
violated, 5815, 5227
violated, 7349, 5240
violated, 6862, 5236
violated, 9769, 5450
violated, 5405, 5223
violated, 1681, 5177
violated, 8854, 5250
violated, 1914, 5180
violated, 8512, 5248
violated, 792, 5149
violated, 7528, 5241
violated, 5511, 5224
violated, 4616, 5202
violated, 1717, 5178
violated, 5588, 5224
violated, 6029, 5229
violated, 4916, 5204
violated, 815, 5149
violated, 1322, 5168
violated, 4199, 5199
violated, 9000, 5251
violated, 416, 5147
violated, 617, 5148
violated, 1765, 5178
violated, 7327, 5240
violated, 4832, 5203
violated, 9107, 5252
violated, 91, 5144
violated, 4707, 5203
violated, 4023, 5198
violated, 3657, 5195
violated, 29, 5144
violated, 599, 5148
violated, 5078, 5205
violated, 1981, 5181
violated, 952, 5150
violated, 4971, 5205
violated, 7167, 5239
violated, 4371, 5200
violated, 1430, 5169
violated, 3644, 5195
violated, 8502, 5248
violated, 77, 5144
violated, 2012, 5181
violated, 17, 5144
violated, 137, 5145
violated, 2603, 5187
violated, 6683, 5235
violated, 9267, 5253
violated, 2577, 5187
violated, 7279, 5239
violated, 8365, 5247
violated, 1014, 5151
violated, 5199, 5206
violated, 3169, 5192
violated, 531, 5147
violated, 7876, 5244
violated, 6085, 5230
violated, 9126, 5252
violated, 2121, 5182
violated, 1469, 5175
violated, 412, 5147
violated, 6509, 5234
violated, 1934, 5180
violated, 9567, 5271
violated, 3968, 5197
violated, 9493, 5270
violated, 3717, 5196
violated, 8089, 5245
violated, 2261, 5184
violated, 4370, 5200
violated, 5773, 5227
violated, 3817, 5196
violated, 6125, 5230
violated, 8002, 5245
violated, 3187, 5192
violated, 9427, 5270
violated, 2444, 5186
violated, 6912, 5237
violated, 4562, 5202
violated, 6888, 5237
violated, 94, 5144
violated, 3276, 5193
violated, 7002, 5237
violated, 686, 5148
violated, 8250, 5246
violated, 8866, 5250
violated, 9583, 5271
violated, 5861, 5228
violated, 1159, 5167
violated, 9293, 5253
violated, 9032, 5252
violated, 3287, 5193
violated, 3792, 5196
violated, 391, 5146
violated, 2981, 5190
violated, 7941, 5244
violated, 5064, 5205
violated, 4361, 5200
violated, 4438, 5201
violated, 9699, 5272
violated, 6181, 5231
violated, 704, 5148
violated, 4009, 5198
violated, 5000, 5205
violated, 7901, 5244
violated, 4241, 5199
violated, 1341, 5168
violated, 9207, 5253
violated, 3907, 5197
violated, 6356, 5233
violated, 4678, 5202
violated, 2418, 5185
violated, 8330, 5247
violated, 6240, 5232
violated, 1989, 5181
violated, 7677, 5242
violated, 2517, 5187
violated, 9694, 5272
violated, 3448, 5194
violated, 1492, 5176
violated, 5351, 5222
violated, 9556, 5271
violated, 1996, 5181
violated, 9934, 5559
violated, 275, 5146
violated, 1901, 5180
violated, 7073, 5238
violated, 4570, 5202
violated, 5500, 5223
violated, 7329, 5240
violated, 9194, 5253
violated, 3825, 5196
violated, 1037, 5151
violated, 6044, 5230
violated, 737, 5149
violated, 6677, 5235
violated, 2283, 5184
violated, 3267, 5192
violated, 7510, 5241
violated, 2072, 5182
violated, 1173, 5167
violated, 2018, 5181
violated, 4749, 5203
violated, 5197, 5206
violated, 994, 5151
violated, 8604, 5249
violated, 5248, 5206
violated, 7996, 5244
violated, 8317, 5247
violated, 387, 5146
violated, 1565, 5176
violated, 4843, 5203
violated, 5933, 5228
violated, 379, 5146
violated, 4014, 5198
violated, 9444, 5270
violated, 4327, 5200
violated, 4350, 5200
violated, 7883, 5244
violated, 8945, 5251
violated, 9239, 5253
violated, 723, 5149
violated, 8708, 5249
violated, 8863, 5250
violated, 4001, 5198
violated, 2711, 5188
violated, 5487, 5223
violated, 1154, 5167
violated, 4485, 5201
violated, 112, 5145
violated, 4922, 5204
violated, 7226, 5239
violated, 2191, 5183
violated, 8489, 5248
violated, 1920, 5180
violated, 3304, 5193
violated, 5372, 5222
violated, 9087, 5252
violated, 4560, 5202
violated, 4684, 5202
violated, 298, 5146
violated, 1435, 5169
violated, 3779, 5196
violated, 7814, 5243
violated, 3218, 5192
violated, 5632, 5225
violated, 4627, 5202
violated, 9515, 5271
violated, 1579, 5176
violated, 3789, 5196
violated, 8625, 5249
violated, 7056, 5238
violated, 5072, 5205
violated, 3084, 5191
violated, 8282, 5246
violated, 7560, 5241
violated, 3090, 5191
violated, 4230, 5199
violated, 5571, 5224
violated, 7925, 5244
violated, 3691, 5195
violated, 6138, 5231
violated, 7556, 5241
violated, 8255, 5246
violated, 9017, 5252
violated, 4870, 5204
violated, 8500, 5248
violated, 7286, 5239
violated, 4145, 5199
violated, 7121, 5238
violated, 8979, 5251
violated, 5504, 5224
violated, 1005, 5151
violated, 3493, 5194
violated, 6984, 5237
violated, 5068, 5205
violated, 3613, 5195
violated, 3863, 5197
violated, 6897, 5237
violated, 501, 5147
violated, 8144, 5246
violated, 26, 5144
violated, 20, 5144
violated, 2710, 5188
violated, 4418, 5201
violated, 5860, 5228
violated, 6673, 5235
violated, 8120, 5245
violated, 6746, 5236
violated, 7313, 5240
violated, 5059, 5205
violated, 1982, 5181
violated, 4818, 5203
violated, 1343, 5168
violated, 6566, 5234
violated, 198, 5145
violated, 1063, 5151
violated, 2235, 5183
violated, 3270, 5192
violated, 4431, 5201
violated, 8247, 5246
violated, 5971, 5229
violated, 3211, 5192
violated, 5910, 5228
violated, 2431, 5186
violated, 2571, 5187
violated, 6320, 5232
violated, 7911, 5244
violated, 9519, 5271
violated, 4207, 5199
violated, 1731, 5178
violated, 7389, 5240
violated, 3344, 5193
violated, 4564, 5202
violated, 2746, 5189
violated, 7171, 5239
violated, 569, 5148
violated, 238, 5145
violated, 2106, 5182
violated, 964, 5150
violated, 9139, 5252
violated, 1540, 5176
violated, 6586, 5234
violated, 4213, 5199
violated, 1465, 5175
violated, 7257, 5239
violated, 8007, 5245
violated, 8359, 5247
violated, 6621, 5235
violated, 6990, 5237
violated, 471, 5147
violated, 2251, 5184
violated, 4645, 5202
violated, 9931, 5557
violated, 2098, 5182
violated, 922, 5150
violated, 981, 5150
violated, 2632, 5188
violated, 4809, 5203
violated, 1111, 5151
violated, 3064, 5191
violated, 7839, 5243
violated, 9775, 5453
violated, 8932, 5251
violated, 7579, 5241
violated, 1547, 5176
violated, 907, 5150
violated, 3277, 5193
violated, 8450, 5248
violated, 191, 5145
violated, 9939, 5561
violated, 3611, 5195
violated, 8629, 5249
violated, 1405, 5168
violated, 1221, 5167
violated, 6691, 5235
violated, 6773, 5236
violated, 4619, 5202
violated, 6507, 5234
violated, 7855, 5243
violated, 5629, 5225
violated, 4748, 5203
violated, 6149, 5231
violated, 4333, 5200
violated, 179, 5145
violated, 4612, 5202
violated, 6296, 5232
violated, 1068, 5151
violated, 3729, 5196
violated, 4979, 5205
violated, 8011, 5245
violated, 8357, 5247
violated, 9301, 5253
violated, 3111, 5191
violated, 8413, 5247
violated, 2205, 5183
violated, 3040, 5191
violated, 6717, 5235
violated, 6064, 5230
violated, 3253, 5192
violated, 2440, 5186
violated, 6684, 5235
violated, 5307, 5207
violated, 4867, 5204
violated, 8449, 5248
violated, 9581, 5271
violated, 2589, 5187
violated, 5826, 5227
violated, 7448, 5240
violated, 9997, 5635
violated, 8924, 5251
violated, 8300, 5247
violated, 1032, 5151
violated, 515, 5147
violated, 6386, 5233
violated, 7404, 5240
violated, 9559, 5271
violated, 8590, 5249
violated, 5857, 5227
violated, 7991, 5244
violated, 1535, 5176
violated, 3456, 5194
violated, 9708, 5272
violated, 9082, 5252
violated, 432, 5147
violated, 2215, 5183
violated, 5730, 5226
violated, 6901, 5237
violated, 1539, 5176
violated, 7356, 5240
violated, 7218, 5239
violated, 4243, 5199
violated, 4786, 5203
violated, 6426, 5233
violated, 6818, 5236
violated, 7766, 5243
violated, 5257, 5207
violated, 7949, 5244
violated, 455, 5147
violated, 3671, 5195
violated, 8725, 5250
violated, 7306, 5239
violated, 3590, 5195
violated, 8735, 5250
violated, 86, 5144
violated, 3665, 5195
violated, 2393, 5185
violated, 1275, 5168
violated, 5324, 5222
violated, 5650, 5225
violated, 6645, 5235
violated, 5169, 5206
violated, 135, 5145
violated, 1526, 5176
violated, 3093, 5191
violated, 8946, 5251
violated, 7095, 5238
violated, 4158, 5199
violated, 5983, 5229
violated, 5056, 5205
violated, 2147, 5183
violated, 1635, 5177
violated, 7703, 5242
violated, 8670, 5249
violated, 9390, 5270
violated, 7646, 5242
violated, 1196, 5167
violated, 1482, 5176
violated, 2267, 5184
violated, 8991, 5251
violated, 1811, 5179
violated, 9211, 5253
violated, 3941, 5197
violated, 426, 5147
violated, 6162, 5231
violated, 6508, 5234
violated, 378, 5146
violated, 8098, 5245
violated, 7871, 5244
violated, 1003, 5151
violated, 7928, 5244
violated, 9441, 5270
violated, 853, 5150
violated, 5038, 5205
violated, 9836, 5495
violated, 2035, 5181
violated, 5841, 5227
violated, 9278, 5253
violated, 7508, 5241
violated, 5822, 5227
violated, 2295, 5184
violated, 3980, 5197
violated, 5105, 5205
violated, 1945, 5180
violated, 7015, 5237
violated, 1993, 5181
violated, 8843, 5250
violated, 6109, 5230
violated, 9730, 5273
violated, 7509, 5241
violated, 4722, 5203
violated, 3811, 5196
violated, 3244, 5192
violated, 8097, 5245
violated, 677, 5148
violated, 338, 5146
violated, 4415, 5200
violated, 8719, 5249
violated, 7022, 5238
violated, 9891, 5541
violated, 3967, 5197
violated, 689, 5148
violated, 3866, 5197
violated, 7628, 5242
violated, 7743, 5243
violated, 6254, 5232
violated, 7086, 5238
violated, 9286, 5253
violated, 9494, 5270
violated, 1320, 5168
violated, 1609, 5177
violated, 7063, 5238
violated, 8681, 5249
violated, 8491, 5248
violated, 6913, 5237
violated, 7395, 5240
violated, 8487, 5248
violated, 674, 5148
violated, 1248, 5167
violated, 4857, 5204
violated, 5461, 5223
violated, 4701, 5202
violated, 7377, 5240
violated, 6160, 5231
violated, 1638, 5177
violated, 6696, 5235
violated, 3952, 5197
violated, 5681, 5225
violated, 5235, 5206
violated, 6537, 5234
violated, 9546, 5271
violated, 5660, 5225
violated, 486, 5147
violated, 6782, 5236
violated, 5858, 5228
violated, 7464, 5241
violated, 7409, 5240
violated, 6935, 5237
violated, 7698, 5242
violated, 1806, 5179
violated, 1462, 5175
violated, 4784, 5203
violated, 6335, 5233
violated, 982, 5150
violated, 2033, 5181
violated, 1067, 5151
violated, 4007, 5198
violated, 2218, 5183
violated, 3345, 5193
violated, 6819, 5236
violated, 9826, 5491
violated, 6193, 5231
violated, 3293, 5193
violated, 5412, 5223
violated, 3455, 5194
violated, 7968, 5244
violated, 4937, 5204
violated, 1161, 5167
violated, 2518, 5187
violated, 5935, 5228
violated, 8548, 5248
violated, 8444, 5248
violated, 8323, 5247
violated, 6639, 5235
violated, 2889, 5190
violated, 7117, 5238
violated, 2850, 5189
violated, 9613, 5272
violated, 749, 5149
violated, 5384, 5222
violated, 1483, 5176
violated, 9374, 5270
violated, 1854, 5179
violated, 5298, 5207
violated, 6460, 5233
violated, 4056, 5198
violated, 1329, 5168
violated, 65, 5144
violated, 1955, 5180
violated, 3260, 5192
violated, 2156, 5183
violated, 2258, 5184
violated, 7098, 5238
violated, 9020, 5252
violated, 7337, 5240
violated, 7795, 5243
violated, 1217, 5167
violated, 6713, 5235
violated, 3269, 5192
violated, 8920, 5251
violated, 3983, 5197
violated, 7436, 5240
violated, 4345, 5200
violated, 6812, 5236
violated, 3770, 5196
violated, 560, 5148
violated, 1916, 5180
violated, 4789, 5203
violated, 7373, 5240
violated, 9530, 5271
violated, 9723, 5273
violated, 3231, 5192
violated, 4641, 5202
violated, 5494, 5223
violated, 8994, 5251
violated, 6232, 5232
violated, 6784, 5236
violated, 6575, 5234
violated, 2907, 5190
violated, 9201, 5253
violated, 4358, 5200
violated, 9810, 5466
violated, 4886, 5204
violated, 6941, 5237
violated, 5439, 5223
violated, 6192, 5231
violated, 8055, 5245
violated, 1937, 5180
violated, 2449, 5186
violated, 6183, 5231
violated, 1281, 5168
violated, 9945, 5580
violated, 8391, 5247
violated, 8101, 5245
violated, 5373, 5222
violated, 8686, 5249
violated, 6578, 5234
violated, 8701, 5249
violated, 2248, 5184
violated, 714, 5149
violated, 9495, 5270
violated, 346, 5146
violated, 6498, 5234
violated, 2426, 5185
violated, 9336, 5269
violated, 6697, 5235
violated, 5370, 5222
violated, 7773, 5243
violated, 2689, 5188
violated, 5952, 5229
violated, 7658, 5242
violated, 6129, 5230
violated, 965, 5150
violated, 3361, 5193
violated, 1613, 5177
violated, 7298, 5239
violated, 9140, 5252
violated, 8791, 5250
violated, 8848, 5250
violated, 2721, 5189
violated, 532, 5147
violated, 4675, 5202
violated, 9244, 5253
violated, 4458, 5201
violated, 5865, 5228
violated, 8678, 5249
violated, 9007, 5251
violated, 4883, 5204
violated, 8555, 5248
violated, 6384, 5233
violated, 5312, 5207
violated, 385, 5146
violated, 3601, 5195
violated, 8505, 5248
violated, 3061, 5191
violated, 4410, 5200
violated, 5749, 5226
violated, 3495, 5194
violated, 8396, 5247
violated, 527, 5147
violated, 810, 5149
violated, 6202, 5231
violated, 9216, 5253
violated, 498, 5147
violated, 8834, 5250
violated, 5881, 5228
violated, 5803, 5227
violated, 3818, 5196
violated, 4662, 5202
violated, 9975, 5603
violated, 2837, 5189
violated, 2091, 5182
violated, 3300, 5193
violated, 1558, 5176
violated, 9603, 5271
violated, 2631, 5188
violated, 9918, 5552
violated, 3382, 5193
violated, 7529, 5241
violated, 9979, 5605
violated, 438, 5147
violated, 1104, 5151
violated, 2807, 5189
violated, 4277, 5199
violated, 5667, 5225
violated, 7233, 5239
violated, 4083, 5198
violated, 60, 5144
violated, 1643, 5177
violated, 7823, 5243
violated, 5427, 5223
violated, 1255, 5167
violated, 9477, 5270
violated, 5184, 5206
violated, 9553, 5271
violated, 1084, 5151
violated, 6203, 5231
violated, 2697, 5188
violated, 709, 5149
violated, 7749, 5243
violated, 3947, 5197
violated, 7139, 5238
violated, 9915, 5551
violated, 2596, 5187
violated, 4433, 5201
violated, 7820, 5243
violated, 8855, 5250
violated, 6112, 5230
violated, 2142, 5182
violated, 8001, 5245
violated, 218, 5145
violated, 5174, 5206
violated, 2302, 5184
violated, 7249, 5239
violated, 5611, 5225
violated, 3081, 5191
violated, 8723, 5249
violated, 4963, 5204
violated, 6873, 5236
violated, 5266, 5207
violated, 4642, 5202
violated, 233, 5145
violated, 767, 5149
violated, 1893, 5180
violated, 6744, 5235
violated, 8313, 5247
violated, 4933, 5204
violated, 8125, 5245
violated, 3909, 5197
violated, 6177, 5231
violated, 3138, 5192
violated, 1713, 5178
violated, 9165, 5253
violated, 7045, 5238
violated, 4927, 5204
violated, 3346, 5193
violated, 6960, 5237
violated, 1070, 5151
violated, 2077, 5182
violated, 3468, 5194
violated, 7913, 5244
violated, 4060, 5198
violated, 6856, 5236
violated, 1904, 5180
violated, 5260, 5207
violated, 9320, 5254
violated, 1755, 5178
violated, 8379, 5247
violated, 2700, 5188
violated, 445, 5147
violated, 6780, 5236
violated, 5659, 5225
violated, 2758, 5189
violated, 177, 5145
violated, 6010, 5229
violated, 9678, 5272
violated, 6539, 5234
violated, 4805, 5203
violated, 1279, 5168
violated, 9018, 5252
violated, 8070, 5245
violated, 5119, 5205
violated, 2607, 5188
violated, 6081, 5230
violated, 4314, 5200
violated, 3558, 5194
violated, 5649, 5225
violated, 2213, 5183
violated, 8643, 5249
violated, 3483, 5194
violated, 5506, 5224
violated, 3153, 5192
violated, 4061, 5198
violated, 9150, 5252
violated, 8608, 5249
violated, 1425, 5169
violated, 3672, 5195
violated, 5450, 5223
violated, 9587, 5271
violated, 405, 5146
violated, 6527, 5234
violated, 5156, 5206
violated, 9550, 5271
violated, 1658, 5177
violated, 843, 5149
violated, 1647, 5177
violated, 2359, 5185
violated, 3712, 5196
violated, 6455, 5233
violated, 4015, 5198
violated, 7408, 5240
violated, 1807, 5179
violated, 4406, 5200
violated, 514, 5147
violated, 6825, 5236
violated, 2109, 5182
violated, 165, 5145
violated, 2704, 5188
violated, 8233, 5246
violated, 8294, 5247
violated, 8013, 5245
violated, 9626, 5272
violated, 6172, 5231
violated, 9061, 5252
violated, 5756, 5226
violated, 1726, 5178
violated, 5423, 5223
violated, 4287, 5200
violated, 8253, 5246
violated, 8438, 5248
violated, 1750, 5178
violated, 9227, 5253
violated, 9269, 5253
violated, 3492, 5194
violated, 2866, 5190
violated, 4505, 5201
violated, 9120, 5252
violated, 9257, 5253
violated, 6353, 5233
violated, 2027, 5181
violated, 6307, 5232
violated, 460, 5147
violated, 6302, 5232
violated, 7044, 5238
violated, 7781, 5243
violated, 915, 5150
violated, 1927, 5180
violated, 4795, 5203
violated, 6808, 5236
violated, 3737, 5196
violated, 6587, 5234
violated, 7776, 5243
violated, 7865, 5244
violated, 9446, 5270
violated, 7259, 5239
violated, 7557, 5241
violated, 12, 5144
violated, 7441, 5240
violated, 2525, 5187
violated, 7097, 5238
violated, 1477, 5175
violated, 5901, 5228
violated, 7005, 5237
violated, 9230, 5253
violated, 4911, 5204
violated, 193, 5145
violated, 671, 5148
violated, 6448, 5233
violated, 8000, 5245
violated, 8820, 5250
violated, 819, 5149
violated, 7170, 5239
violated, 8499, 5248
violated, 9793, 5459
violated, 225, 5145
violated, 3650, 5195
violated, 4357, 5200
violated, 562, 5148
violated, 223, 5145
violated, 6732, 5235
violated, 2898, 5190
violated, 8517, 5248
violated, 5592, 5224
violated, 3094, 5191
violated, 3494, 5194
violated, 8309, 5247
violated, 9765, 5449
violated, 813, 5149
violated, 7182, 5239
violated, 7947, 5244
violated, 3535, 5194
violated, 7664, 5242
violated, 190, 5145
violated, 5980, 5229
violated, 3923, 5197
violated, 759, 5149
violated, 67, 5144
violated, 321, 5146
violated, 1404, 5168
violated, 2519, 5187
violated, 4288, 5200
violated, 9992, 5630
violated, 7368, 5240
violated, 9065, 5252
violated, 392, 5146
violated, 2059, 5182
violated, 6931, 5237
violated, 4265, 5199
violated, 4483, 5201
violated, 3559, 5194
violated, 3352, 5193
violated, 8122, 5245
violated, 5766, 5226
violated, 3499, 5194
violated, 1371, 5168
violated, 8805, 5250
violated, 7970, 5244
violated, 7643, 5242
violated, 4337, 5200
violated, 7410, 5240
violated, 9219, 5253
violated, 4538, 5201
violated, 6690, 5235
violated, 2528, 5187
violated, 1253, 5167
violated, 1013, 5151
violated, 6815, 5236
violated, 9158, 5252
violated, 6049, 5230
violated, 3191, 5192
violated, 9630, 5272
violated, 4497, 5201
violated, 4315, 5200
violated, 8942, 5251
violated, 5015, 5205
violated, 6824, 5236
violated, 6556, 5234
violated, 3115, 5191
violated, 2926, 5190
violated, 3504, 5194
violated, 4527, 5201
violated, 5869, 5228
violated, 373, 5146
violated, 3196, 5192
violated, 7285, 5239
violated, 64, 5144
violated, 6213, 5231
violated, 488, 5147
violated, 196, 5145
violated, 6164, 5231
violated, 7376, 5240
violated, 6550, 5234
violated, 6887, 5237
violated, 8085, 5245
violated, 8202, 5246
violated, 2120, 5182
violated, 572, 5148
violated, 9025, 5252
violated, 2211, 5183
violated, 5530, 5224
violated, 7196, 5239
violated, 6422, 5233
violated, 2450, 5186
violated, 1895, 5180
violated, 1933, 5180
violated, 9624, 5272
violated, 830, 5149
violated, 7649, 5242
violated, 9105, 5252
violated, 6628, 5235
violated, 6762, 5236
violated, 1448, 5175
violated, 6582, 5234
violated, 6821, 5236
violated, 8602, 5249
violated, 5399, 5223
violated, 3954, 5197
violated, 735, 5149
violated, 7619, 5242
violated, 6057, 5230
violated, 1211, 5167
violated, 6337, 5233
violated, 6173, 5231
violated, 350, 5146
violated, 8577, 5248
violated, 8796, 5250
violated, 6114, 5230
violated, 7618, 5242
violated, 5709, 5226
violated, 8758, 5250
violated, 5415, 5223
violated, 5071, 5205
violated, 9523, 5271
violated, 5035, 5205
violated, 355, 5146
violated, 3239, 5192
violated, 2209, 5183
violated, 3532, 5194
violated, 794, 5149
violated, 3433, 5194
violated, 1041, 5151
violated, 551, 5147
violated, 8189, 5246
violated, 4591, 5202
violated, 5133, 5206
violated, 6400, 5233
violated, 1473, 5175
violated, 1693, 5178
violated, 5489, 5223
violated, 7721, 5243
violated, 7959, 5244
violated, 625, 5148
violated, 899, 5150
violated, 7270, 5239
violated, 7597, 5242
violated, 3935, 5197
violated, 9773, 5451
violated, 1336, 5168
violated, 8170, 5246
violated, 9224, 5253
violated, 4049, 5198
violated, 3607, 5195
violated, 3281, 5193
violated, 1260, 5167
violated, 6654, 5235
violated, 2778, 5189
violated, 5153, 5206
violated, 3948, 5197
violated, 9795, 5460
violated, 3288, 5193
violated, 1059, 5151
violated, 1949, 5180
violated, 7433, 5240
violated, 3237, 5192
violated, 9838, 5497
violated, 9897, 5545
violated, 733, 5149
violated, 8435, 5248
violated, 1270, 5167
violated, 8478, 5248
violated, 5377, 5222
violated, 4884, 5204
violated, 7831, 5243
violated, 9037, 5252
violated, 8771, 5250
violated, 920, 5150
violated, 8567, 5248
violated, 5448, 5223
violated, 8269, 5246
violated, 955, 5150
violated, 8702, 5249
violated, 1207, 5167
violated, 4994, 5205
violated, 8295, 5247
violated, 2783, 5189
violated, 4086, 5198
violated, 6497, 5234
violated, 3469, 5194
violated, 4719, 5203
violated, 5580, 5224
violated, 6895, 5237
violated, 1785, 5179
violated, 3425, 5193
violated, 5708, 5226
violated, 5053, 5205
violated, 979, 5150
violated, 4003, 5198
violated, 831, 5149
violated, 4067, 5198
violated, 5234, 5206
violated, 8114, 5245
violated, 2651, 5188
violated, 8113, 5245
violated, 3198, 5192
violated, 5837, 5227
violated, 3629, 5195
violated, 528, 5147
violated, 652, 5148
violated, 2556, 5187
violated, 9125, 5252
violated, 4459, 5201
violated, 2452, 5186
violated, 7630, 5242
violated, 2835, 5189
violated, 7513, 5241
violated, 1678, 5177
violated, 6059, 5230
violated, 7346, 5240
violated, 5954, 5229
violated, 5285, 5207
violated, 3813, 5196
violated, 8947, 5251
violated, 1043, 5151
violated, 3755, 5196
violated, 554, 5147
violated, 3881, 5197
violated, 7813, 5243
violated, 884, 5150
violated, 7740, 5243
violated, 7946, 5244
violated, 6042, 5230
violated, 2498, 5186
violated, 2888, 5190
violated, 8006, 5245
violated, 5979, 5229
violated, 8883, 5251
violated, 804, 5149
violated, 2819, 5189
violated, 4541, 5201
violated, 1076, 5151
violated, 2975, 5190
violated, 6785, 5236
violated, 2404, 5185
violated, 1044, 5151
violated, 504, 5147
violated, 8176, 5246
violated, 997, 5151
violated, 3156, 5192
violated, 5023, 5205
violated, 8826, 5250
violated, 4425, 5201
violated, 6734, 5235
violated, 8832, 5250
violated, 9767, 5450
violated, 3722, 5196
violated, 2870, 5190
violated, 1033, 5151
violated, 5754, 5226
violated, 5277, 5207
violated, 271, 5146
violated, 2909, 5190
violated, 5998, 5229
violated, 9526, 5271
violated, 7038, 5238
violated, 739, 5149
violated, 5834, 5227
violated, 5011, 5205
violated, 6548, 5234
violated, 3485, 5194
violated, 4204, 5199
violated, 5022, 5205
violated, 7133, 5238
violated, 9468, 5270
violated, 9593, 5271
violated, 3024, 5191
violated, 9726, 5273
violated, 2105, 5182
violated, 8451, 5248
violated, 6376, 5233
violated, 8819, 5250
violated, 5687, 5226
violated, 6689, 5235
violated, 3736, 5196
violated, 8851, 5250
violated, 3442, 5194
violated, 1273, 5167
violated, 2472, 5186
violated, 8892, 5251
violated, 6743, 5235
violated, 3078, 5191
violated, 3727, 5196
violated, 6207, 5231
violated, 9291, 5253
violated, 8272, 5246
violated, 7165, 5239
violated, 7967, 5244
violated, 8527, 5248
violated, 2970, 5190
violated, 928, 5150
violated, 5618, 5225
violated, 3823, 5196
violated, 4499, 5201
violated, 5145, 5206
violated, 3865, 5197
violated, 5067, 5205
violated, 935, 5150
violated, 4194, 5199
violated, 5309, 5207
violated, 9326, 5269
violated, 1024, 5151
violated, 7138, 5238
violated, 3618, 5195
violated, 4058, 5198
violated, 4206, 5199
violated, 3042, 5191
violated, 1148, 5167
violated, 4957, 5204
violated, 194, 5145
violated, 2488, 5186
violated, 9809, 5466
violated, 791, 5149
violated, 8065, 5245
violated, 8871, 5251
violated, 7384, 5240
violated, 6471, 5233
violated, 6838, 5236
violated, 1964, 5180
violated, 558, 5147
violated, 3786, 5196
violated, 4340, 5200
violated, 4683, 5202
violated, 4698, 5202
violated, 7010, 5237
violated, 938, 5150
violated, 4066, 5198
violated, 9202, 5253
violated, 641, 5148
violated, 9418, 5270
violated, 5337, 5222
violated, 7300, 5239
violated, 8535, 5248
violated, 1215, 5167
violated, 3938, 5197
violated, 9725, 5273
violated, 8031, 5245
violated, 6163, 5231
violated, 4084, 5198
violated, 3251, 5192
violated, 4260, 5199
violated, 857, 5150
violated, 7003, 5237
violated, 6212, 5231
violated, 7452, 5240
violated, 5761, 5226
violated, 70, 5144
violated, 1546, 5176
violated, 5617, 5225
violated, 6846, 5236
violated, 463, 5147
violated, 4319, 5200
violated, 9937, 5560
violated, 5185, 5206
violated, 1576, 5176
violated, 5540, 5224
violated, 6442, 5233
violated, 4735, 5203
violated, 213, 5145
violated, 1038, 5151
violated, 7282, 5239
violated, 6978, 5237
violated, 7315, 5240
violated, 834, 5149
violated, 418, 5147
violated, 6151, 5231
violated, 595, 5148
violated, 3422, 5193
violated, 7052, 5238
violated, 7162, 5238
violated, 4958, 5204
violated, 9313, 5253
violated, 9368, 5270
violated, 4542, 5201
violated, 102, 5144
violated, 8150, 5246
violated, 3943, 5197
violated, 4136, 5199
violated, 6965, 5237
violated, 9594, 5271
violated, 4794, 5203
violated, 8648, 5249
violated, 6252, 5232
violated, 3128, 5191
violated, 3110, 5191
violated, 6338, 5233
violated, 602, 5148
violated, 6372, 5233
violated, 6774, 5236
violated, 6676, 5235
violated, 1271, 5167
violated, 7050, 5238
violated, 972, 5150
violated, 1463, 5175
violated, 7747, 5243
violated, 6969, 5237
violated, 3973, 5197
violated, 3576, 5195
violated, 4469, 5201
violated, 1566, 5176
violated, 1784, 5179
violated, 6995, 5237
violated, 489, 5147
violated, 3844, 5196
violated, 454, 5147
violated, 2099, 5182
violated, 9907, 5547
violated, 8522, 5248
violated, 3067, 5191
violated, 1683, 5177
violated, 2947, 5190
violated, 1787, 5179
violated, 5135, 5206
violated, 8594, 5249
violated, 8457, 5248
violated, 5065, 5205
violated, 7690, 5242
violated, 2351, 5185
violated, 8836, 5250
violated, 7293, 5239
