Target, #TripleInThatClass, TimeSinceStartOfVerification(ms)
violated, 5887, 5228
violated, 7956, 5244
violated, 1419, 5169
violated, 73, 5144
violated, 2480, 5186
violated, 3103, 5191
violated, 7212, 5239
violated, 2029, 5181
violated, 5981, 5229
violated, 8966, 5251
violated, 9281, 5253
violated, 6657, 5235
violated, 6005, 5229
violated, 400, 5146
violated, 7951, 5244
violated, 2455, 5186
violated, 7447, 5240
violated, 493, 5147
violated, 5331, 5222
violated, 6065, 5230
violated, 8915, 5251
violated, 934, 5150
violated, 3541, 5194
violated, 5091, 5205
violated, 18, 5144
violated, 4437, 5201
violated, 9362, 5269
violated, 9149, 5252
violated, 4380, 5200
violated, 6638, 5235
violated, 7016, 5237
violated, 4150, 5199
violated, 5816, 5227
violated, 3670, 5195
violated, 5436, 5223
violated, 9297, 5253
violated, 7958, 5244
violated, 6929, 5237
violated, 3405, 5193
violated, 2676, 5188
violated, 4157, 5199
violated, 985, 5150
violated, 497, 5147
violated, 8589, 5249
violated, 2272, 5184
violated, 395, 5146
violated, 3404, 5193
violated, 750, 5149
violated, 593, 5148
violated, 2167, 5183
violated, 7017, 5237
violated, 4046, 5198
violated, 7512, 5241
violated, 4824, 5203
violated, 5297, 5207
violated, 1397, 5168
violated, 1527, 5176
violated, 8526, 5248
violated, 1596, 5176
violated, 9842, 5498
violated, 6411, 5233
violated, 973, 5150
violated, 7076, 5238
violated, 1081, 5151
violated, 4599, 5202
violated, 3414, 5193
violated, 4550, 5201
violated, 2402, 5185
violated, 9625, 5272
violated, 5764, 5226
violated, 7154, 5238
violated, 4891, 5204
violated, 1604, 5177
violated, 6831, 5236
violated, 3635, 5195
violated, 9270, 5253
violated, 3230, 5192
violated, 6401, 5233
violated, 5908, 5228
violated, 1542, 5176
violated, 9315, 5254
violated, 6839, 5236
violated, 8930, 5251
violated, 8316, 5247
violated, 5054, 5205
violated, 5456, 5223
violated, 2085, 5182
violated, 8967, 5251
violated, 5731, 5226
violated, 801, 5149
violated, 5934, 5228
violated, 5433, 5223
violated, 9860, 5506
violated, 7611, 5242
violated, 5270, 5207
violated, 8244, 5246
violated, 2669, 5188
violated, 3104, 5191
violated, 3886, 5197
violated, 5721, 5226
violated, 89, 5144
violated, 1234, 5167
violated, 2754, 5189
violated, 7359, 5240
violated, 7950, 5244
violated, 5789, 5227
violated, 5349, 5222
violated, 3640, 5195
violated, 1732, 5178
violated, 8544, 5248
violated, 5159, 5206
violated, 5464, 5223
violated, 6231, 5232
violated, 7711, 5242
violated, 6526, 5234
violated, 8508, 5248
violated, 786, 5149
violated, 103, 5144
violated, 9651, 5272
violated, 2602, 5187
violated, 4561, 5202
violated, 3059, 5191
violated, 4311, 5200
violated, 1028, 5151
violated, 3114, 5191
violated, 3807, 5196
violated, 5707, 5226
violated, 5751, 5226
violated, 6624, 5235
violated, 4639, 5202
violated, 6952, 5237
violated, 7469, 5241
violated, 9841, 5497
violated, 2260, 5184
violated, 1824, 5179
violated, 3572, 5195
violated, 9185, 5253
violated, 1646, 5177
violated, 8549, 5248
violated, 4862, 5204
violated, 6486, 5234
violated, 5363, 5222
violated, 8876, 5251
violated, 7893, 5244
violated, 3852, 5197
violated, 5097, 5205
violated, 7155, 5238
violated, 1376, 5168
violated, 1954, 5180
violated, 4389, 5200
violated, 5070, 5205
violated, 5646, 5225
violated, 9609, 5271
violated, 7067, 5238
violated, 1837, 5179
violated, 4471, 5201
violated, 4787, 5203
violated, 7939, 5244
violated, 8804, 5250
violated, 7500, 5241
violated, 5107, 5205
violated, 9590, 5271
violated, 1190, 5167
violated, 3716, 5196
violated, 8084, 5245
violated, 5482, 5223
violated, 864, 5150
violated, 2116, 5182
violated, 5288, 5207
violated, 7652, 5242
violated, 8385, 5247
violated, 2549, 5187
violated, 6842, 5236
violated, 2152, 5183
violated, 8766, 5250
violated, 2830, 5189
violated, 6434, 5233
violated, 4059, 5198
violated, 4394, 5200
violated, 2982, 5190
violated, 8479, 5248
violated, 2776, 5189
violated, 9799, 5461
violated, 6793, 5236
violated, 9957, 5591
violated, 787, 5149
violated, 3669, 5195
violated, 7161, 5238
violated, 7767, 5243
violated, 1340, 5168
violated, 5904, 5228
violated, 597, 5148
violated, 6836, 5236
violated, 2200, 5183
violated, 2887, 5190
violated, 4500, 5201
violated, 9747, 5273
violated, 4169, 5199
violated, 4376, 5200
violated, 6803, 5236
violated, 5398, 5223
violated, 9051, 5252
violated, 2728, 5189
violated, 3192, 5192
violated, 643, 5148
violated, 3689, 5195
violated, 8568, 5248
violated, 5507, 5224
violated, 9070, 5252
violated, 2969, 5190
violated, 6153, 5231
violated, 890, 5150
violated, 1676, 5177
violated, 7467, 5241
violated, 8388, 5247
violated, 8956, 5251
violated, 9729, 5273
violated, 4203, 5199
violated, 4094, 5198
violated, 6136, 5231
violated, 1493, 5176
violated, 2228, 5183
violated, 4452, 5201
violated, 4408, 5200
violated, 4793, 5203
violated, 35, 5144
violated, 1050, 5151
violated, 9786, 5456
violated, 8398, 5247
violated, 1035, 5151
violated, 1297, 5168
violated, 5890, 5228
violated, 7275, 5239
violated, 8645, 5249
violated, 324, 5146
violated, 7458, 5241
violated, 2701, 5188
violated, 889, 5150
violated, 4804, 5203
violated, 1644, 5177
violated, 4704, 5202
violated, 4197, 5199
violated, 6147, 5231
violated, 6208, 5231
violated, 2678, 5188
violated, 3816, 5196
violated, 1906, 5180
violated, 7826, 5243
violated, 2522, 5187
violated, 8901, 5251
violated, 9142, 5252
violated, 6927, 5237
violated, 5532, 5224
violated, 8925, 5251
violated, 3144, 5192
violated, 3914, 5197
violated, 8846, 5250
violated, 4807, 5203
violated, 4148, 5199
violated, 4417, 5200
violated, 5142, 5206
violated, 7431, 5240
violated, 4106, 5198
violated, 5333, 5222
violated, 4078, 5198
violated, 4820, 5203
violated, 6991, 5237
violated, 2790, 5189
violated, 6333, 5233
violated, 1431, 5169
violated, 4556, 5201
violated, 6482, 5234
violated, 482, 5147
violated, 7868, 5244
violated, 6198, 5231
violated, 8229, 5246
violated, 3619, 5195
violated, 2372, 5185
violated, 9273, 5253
violated, 6123, 5230
violated, 7484, 5241
violated, 2310, 5184
violated, 6119, 5230
violated, 2415, 5185
violated, 4743, 5203
violated, 1257, 5167
violated, 6431, 5233
violated, 9226, 5253
violated, 5492, 5223
violated, 2875, 5190
violated, 5985, 5229
violated, 451, 5147
violated, 6423, 5233
violated, 5782, 5227
violated, 4332, 5200
violated, 1763, 5178
violated, 9096, 5252
violated, 545, 5147
violated, 7930, 5244
violated, 1237, 5167
violated, 442, 5147
violated, 9968, 5601
violated, 5236, 5206
violated, 6884, 5237
violated, 8488, 5248
violated, 4751, 5203
violated, 8429, 5247
violated, 8606, 5249
violated, 3585, 5195
violated, 7176, 5239
violated, 7668, 5242
violated, 3220, 5192
violated, 3690, 5195
violated, 3709, 5195
violated, 3877, 5197
violated, 5884, 5228
violated, 2593, 5187
violated, 3610, 5195
violated, 9740, 5273
violated, 4130, 5198
violated, 1027, 5151
violated, 9635, 5272
violated, 3048, 5191
violated, 5716, 5226
violated, 2232, 5183
violated, 633, 5148
violated, 9414, 5270
violated, 2991, 5190
violated, 7676, 5242
violated, 6729, 5235
violated, 6705, 5235
violated, 3102, 5191
violated, 3208, 5192
violated, 7825, 5243
violated, 4464, 5201
violated, 1940, 5180
violated, 2968, 5190
violated, 910, 5150
violated, 5404, 5223
violated, 1965, 5181
violated, 3212, 5192
violated, 6178, 5231
violated, 6769, 5236
violated, 9955, 5588
violated, 4574, 5202
violated, 8324, 5247
violated, 2226, 5183
violated, 9863, 5509
violated, 7722, 5243
violated, 9106, 5252
violated, 9959, 5596
violated, 638, 5148
violated, 580, 5148
violated, 4888, 5204
violated, 6361, 5233
violated, 8362, 5247
violated, 9064, 5252
violated, 1354, 5168
violated, 9385, 5270
violated, 3695, 5195
violated, 6027, 5229
violated, 7667, 5242
violated, 1826, 5179
violated, 5031, 5205
violated, 9584, 5271
violated, 3033, 5191
violated, 465, 5147
violated, 7732, 5243
violated, 6682, 5235
violated, 3514, 5194
violated, 7261, 5239
violated, 331, 5146
violated, 7704, 5242
violated, 7909, 5244
violated, 9727, 5273
violated, 6576, 5234
violated, 2647, 5188
violated, 4533, 5201
violated, 6467, 5233
violated, 1528, 5176
violated, 2867, 5190
violated, 6900, 5237
violated, 2448, 5186
violated, 3118, 5191
violated, 4151, 5199
violated, 9595, 5271
violated, 9889, 5538
violated, 1573, 5176
violated, 2135, 5182
violated, 3241, 5192
violated, 8043, 5245
violated, 1339, 5168
violated, 7685, 5242
violated, 5430, 5223
violated, 8322, 5247
violated, 5569, 5224
violated, 4960, 5204
violated, 2177, 5183
violated, 3157, 5192
violated, 7623, 5242
violated, 4269, 5199
violated, 5314, 5207
violated, 8230, 5246
violated, 6866, 5236
violated, 4609, 5202
violated, 968, 5150
violated, 8411, 5247
violated, 6156, 5231
violated, 5189, 5206
violated, 1456, 5175
violated, 9366, 5270
violated, 1988, 5181
violated, 6133, 5230
violated, 5703, 5226
violated, 6619, 5235
violated, 4401, 5200
violated, 3340, 5193
violated, 7889, 5244
violated, 7198, 5239
violated, 1498, 5176
violated, 3437, 5194
violated, 4025, 5198
violated, 2985, 5190
violated, 9705, 5272
violated, 6154, 5231
violated, 4543, 5201
violated, 1861, 5179
violated, 237, 5145
violated, 1884, 5180
violated, 9287, 5253
violated, 7699, 5242
violated, 9340, 5269
violated, 7493, 5241
violated, 362, 5146
violated, 310, 5146
violated, 2637, 5188
violated, 8583, 5249
violated, 7031, 5238
violated, 2512, 5186
violated, 8959, 5251
violated, 9709, 5272
violated, 3782, 5196
violated, 6186, 5231
violated, 1730, 5178
violated, 3214, 5192
violated, 7526, 5241
violated, 6107, 5230
violated, 7824, 5243
violated, 600, 5148
violated, 7396, 5240
violated, 8245, 5246
violated, 1466, 5175
violated, 4758, 5203
violated, 7004, 5237
violated, 7425, 5240
violated, 3385, 5193
violated, 5407, 5223
violated, 783, 5149
violated, 2983, 5190
violated, 6892, 5237
violated, 175, 5145
violated, 7267, 5239
violated, 9136, 5252
violated, 7241, 5239
violated, 8786, 5250
violated, 3648, 5195
violated, 5278, 5207
violated, 3550, 5194
violated, 3534, 5194
violated, 2509, 5186
violated, 6739, 5235
violated, 738, 5149
violated, 9600, 5271
violated, 9749, 5273
violated, 5063, 5205
violated, 259, 5146
violated, 1636, 5177
violated, 3763, 5196
violated, 4831, 5203
violated, 2189, 5183
violated, 8627, 5249
violated, 9734, 5273
violated, 4399, 5200
violated, 6309, 5232
violated, 9023, 5252
violated, 2293, 5184
violated, 4048, 5198
violated, 6659, 5235
violated, 7926, 5244
violated, 1069, 5151
violated, 7466, 5241
violated, 3261, 5192
violated, 6319, 5232
violated, 2164, 5183
violated, 4000, 5198
violated, 9339, 5269
violated, 4664, 5202
violated, 9261, 5253
violated, 1049, 5151
violated, 2271, 5184
violated, 6223, 5232
violated, 6601, 5234
violated, 5775, 5227
violated, 2818, 5189
violated, 7180, 5239
violated, 1171, 5167
violated, 3470, 5194
violated, 3556, 5194
violated, 9895, 5543
violated, 7923, 5244
violated, 7214, 5239
violated, 7960, 5244
violated, 2986, 5190
violated, 5710, 5226
violated, 3821, 5196
violated, 9284, 5253
violated, 2639, 5188
violated, 7066, 5238
violated, 1627, 5177
violated, 173, 5145
violated, 931, 5150
violated, 8551, 5248
violated, 9711, 5272
violated, 9300, 5253
violated, 4829, 5203
violated, 5682, 5225
violated, 6823, 5236
violated, 3900, 5197
violated, 5885, 5228
violated, 7490, 5241
violated, 7755, 5243
violated, 6214, 5231
violated, 97, 5144
violated, 4528, 5201
violated, 6344, 5233
violated, 8914, 5251
violated, 3068, 5191
violated, 870, 5150
violated, 1592, 5176
violated, 5010, 5205
violated, 3217, 5192
violated, 1450, 5175
violated, 4225, 5199
violated, 8709, 5249
violated, 9167, 5253
violated, 5360, 5222
violated, 879, 5150
violated, 5376, 5222
violated, 2240, 5184
violated, 3799, 5196
violated, 330, 5146
violated, 6937, 5237
violated, 990, 5151
violated, 9426, 5270
violated, 5747, 5226
violated, 865, 5150
violated, 7189, 5239
violated, 3021, 5191
violated, 6368, 5233
violated, 2050, 5181
violated, 7978, 5244
violated, 8861, 5250
violated, 7478, 5241
violated, 1056, 5151
violated, 7720, 5243
violated, 7898, 5244
violated, 8235, 5246
violated, 5759, 5226
violated, 1203, 5167
violated, 4552, 5201
violated, 496, 5147
violated, 9086, 5252
violated, 568, 5148
violated, 6579, 5234
violated, 8762, 5250
violated, 4768, 5203
violated, 7608, 5242
violated, 4413, 5200
violated, 2567, 5187
violated, 6996, 5237
violated, 3409, 5193
violated, 725, 5149
violated, 1616, 5177
violated, 5452, 5223
violated, 9391, 5270
violated, 5584, 5224
violated, 2992, 5190
violated, 3176, 5192
violated, 180, 5145
violated, 9481, 5270
violated, 5087, 5205
violated, 1758, 5178
violated, 9203, 5253
violated, 5345, 5222
violated, 4481, 5201
violated, 4895, 5204
violated, 9034, 5252
violated, 9217, 5253
violated, 4687, 5202
violated, 752, 5149
violated, 3151, 5192
violated, 4229, 5199
violated, 425, 5147
violated, 1545, 5176
violated, 5195, 5206
violated, 2628, 5188
violated, 8970, 5251
violated, 2765, 5189
violated, 9085, 5252
violated, 8466, 5248
violated, 9732, 5273
violated, 437, 5147
violated, 4363, 5200
violated, 3117, 5191
violated, 4457, 5201
violated, 208, 5145
violated, 8664, 5249
violated, 3958, 5197
violated, 4010, 5198
violated, 23, 5144
violated, 3621, 5195
violated, 2386, 5185
violated, 2731, 5189
violated, 5196, 5206
violated, 6139, 5231
violated, 2536, 5187
violated, 3265, 5192
violated, 5824, 5227
violated, 542, 5147
violated, 1349, 5168
violated, 7426, 5240
violated, 4246, 5199
violated, 7401, 5240
violated, 8613, 5249
violated, 6867, 5236
violated, 2784, 5189
violated, 6674, 5235
violated, 3921, 5197
violated, 3358, 5193
violated, 8690, 5249
violated, 9147, 5252
violated, 6993, 5237
violated, 3160, 5192
violated, 3322, 5193
violated, 5075, 5205
violated, 3674, 5195
violated, 2423, 5185
violated, 2836, 5189
violated, 664, 5148
violated, 544, 5147
violated, 5691, 5226
violated, 1441, 5169
violated, 3105, 5191
violated, 5180, 5206
violated, 7042, 5238
violated, 1696, 5178
violated, 7381, 5240
violated, 1885, 5180
violated, 7540, 5241
violated, 7924, 5244
violated, 5932, 5228
violated, 2617, 5188
violated, 7829, 5243
violated, 5552, 5224
violated, 1858, 5179
violated, 4987, 5205
violated, 2344, 5185
violated, 5818, 5227
violated, 8919, 5251
violated, 7848, 5243
violated, 2492, 5186
violated, 11, 5144
violated, 557, 5147
violated, 771, 5149
violated, 2757, 5189
violated, 3199, 5192
violated, 6001, 5229
violated, 7548, 5241
violated, 8977, 5251
violated, 1915, 5180
violated, 945, 5150
violated, 1291, 5168
violated, 6310, 5232
violated, 3355, 5193
violated, 1134, 5152
violated, 5941, 5228
violated, 1923, 5180
violated, 37, 5144
violated, 2574, 5187
violated, 7571, 5241
violated, 6715, 5235
violated, 2224, 5183
violated, 1459, 5175
violated, 9954, 5588
violated, 3793, 5196
violated, 2767, 5189
violated, 7592, 5242
violated, 9350, 5269
violated, 1585, 5176
violated, 4990, 5205
violated, 2206, 5183
violated, 3962, 5197
violated, 3012, 5191
violated, 6020, 5229
violated, 9033, 5252
violated, 9798, 5461
violated, 7178, 5239
violated, 3961, 5197
violated, 2225, 5183
violated, 2422, 5185
violated, 578, 5148
violated, 4175, 5199
violated, 1418, 5168
violated, 7136, 5238
violated, 2516, 5187
violated, 6440, 5233
violated, 9290, 5253
violated, 5025, 5205
violated, 4938, 5204
violated, 7975, 5244
violated, 3599, 5195
violated, 5459, 5223
violated, 9942, 5578
violated, 7442, 5240
violated, 1287, 5168
violated, 4087, 5198
violated, 3832, 5196
violated, 289, 5146
violated, 5878, 5228
violated, 6444, 5233
violated, 8484, 5248
violated, 8556, 5248
violated, 4439, 5201
violated, 7654, 5242
violated, 2196, 5183
violated, 2337, 5185
violated, 9077, 5252
violated, 509, 5147
violated, 1484, 5176
violated, 3154, 5192
violated, 4783, 5203
violated, 581, 5148
valid, 9909, 5548
violated, 5533, 5224
violated, 9193, 5253
violated, 7247, 5239
violated, 9880, 5517
violated, 6438, 5233
violated, 7584, 5241
violated, 8296, 5247
violated, 2039, 5181
violated, 4816, 5203
violated, 1994, 5181
violated, 4325, 5200
violated, 2848, 5189
violated, 9577, 5271
violated, 57, 5144
violated, 7672, 5242
violated, 9564, 5271
violated, 2777, 5189
violated, 8009, 5245
violated, 4002, 5198
violated, 92, 5144
violated, 7135, 5238
violated, 6019, 5229
violated, 2071, 5182
violated, 4729, 5203
violated, 383, 5146
violated, 824, 5149
violated, 9835, 5495
violated, 8939, 5251
violated, 4517, 5201
violated, 8615, 5249
violated, 1641, 5177
violated, 9378, 5270
violated, 3401, 5193
violated, 6137, 5231
violated, 1350, 5168
violated, 7731, 5243
violated, 121, 5145
violated, 3939, 5197
violated, 6187, 5231
violated, 5784, 5227
violated, 7200, 5239
violated, 8612, 5249
violated, 8754, 5250
violated, 9263, 5253
violated, 3564, 5194
violated, 6557, 5234
violated, 9396, 5270
violated, 7777, 5243
violated, 145, 5145
violated, 2945, 5190
violated, 5273, 5207
violated, 2321, 5184
violated, 4240, 5199
violated, 3634, 5195
violated, 2524, 5187
violated, 8143, 5246
violated, 5029, 5205
violated, 6483, 5234
violated, 3643, 5195
violated, 8239, 5246
violated, 5034, 5205
violated, 3814, 5196
violated, 6898, 5237
violated, 9491, 5270
violated, 1199, 5167
violated, 4837, 5203
violated, 1100, 5151
violated, 7112, 5238
violated, 2297, 5184
violated, 8090, 5245
violated, 106, 5144
violated, 5125, 5206
violated, 1105, 5151
violated, 5727, 5226
violated, 7342, 5240
violated, 537, 5147
violated, 6514, 5234
violated, 2136, 5182
violated, 4813, 5203
violated, 6128, 5230
violated, 2461, 5186
violated, 328, 5146
violated, 3311, 5193
violated, 8420, 5247
violated, 4153, 5199
violated, 9615, 5272
violated, 5733, 5226
violated, 9510, 5271
violated, 4592, 5202
violated, 2300, 5184
violated, 8173, 5246
violated, 8733, 5250
violated, 8367, 5247
violated, 9919, 5553
violated, 5374, 5222
violated, 2081, 5182
violated, 5558, 5224
violated, 1235, 5167
violated, 186, 5145
violated, 5868, 5228
violated, 7354, 5240
violated, 7414, 5240
violated, 2932, 5190
violated, 5244, 5206
violated, 9633, 5272
violated, 755, 5149
violated, 3908, 5197
violated, 9501, 5271
violated, 5295, 5207
violated, 9779, 5455
violated, 9903, 5546
violated, 8441, 5248
violated, 4595, 5202
violated, 2180, 5183
violated, 6646, 5235
violated, 1778, 5178
violated, 579, 5148
violated, 8847, 5250
violated, 230, 5145
violated, 3003, 5191
violated, 5198, 5206
violated, 5685, 5226
violated, 6664, 5235
violated, 2680, 5188
violated, 1112, 5151
violated, 2612, 5188
violated, 6082, 5230
violated, 1391, 5168
violated, 2008, 5181
violated, 9702, 5272
violated, 8434, 5248
violated, 8147, 5246
violated, 2491, 5186
violated, 8288, 5247
violated, 2369, 5185
violated, 4821, 5203
violated, 9664, 5272
violated, 3806, 5196
violated, 6796, 5236
violated, 2972, 5190
violated, 8053, 5245
violated, 4798, 5203
violated, 9859, 5503
violated, 4089, 5198
violated, 181, 5145
violated, 2139, 5182
violated, 1972, 5181
violated, 3085, 5191
violated, 3184, 5192
violated, 4671, 5202
violated, 6394, 5233
violated, 9275, 5253
violated, 6197, 5231
violated, 9511, 5271
violated, 4181, 5199
violated, 7301, 5239
violated, 2585, 5187
violated, 8088, 5245
violated, 2619, 5188
violated, 8886, 5251
violated, 603, 5148
violated, 5657, 5225
violated, 260, 5146
violated, 7764, 5243
violated, 6805, 5236
violated, 1833, 5179
violated, 4633, 5202
violated, 140, 5145
